RA,Latitude,Longitude,station_long_name,Platform,Operational,RA_Funded,Water_temp,Salinity,Wtr_press,Dew_pt,Rel_hum,Air_temp,Winds,Air_press,Precip,Solar_radn,Visibility,Water_level,Waves,Currents,Turbidity,DO,pCO2_water,pCO2_air,TCO2,pH,OmgArag_st,Chl,Nitrate,CDOM,Alkalinity,Acoustics,Raw_Vars,file
AOOS,59.0375,-158.4651,Dillingham Water Level Gauge 2 (Radar),fixed,Y,Yf,,,,,,,,,,,,X,,,,,,,,,,,,,,,sea_surface_height_above_sea_level,AOOS.xlsx
AOOS,59.6055,-151.4221,"Homer Ramp 8, Alaska, Water Level",fixed,Y,Yp,,,,,,,,,,,,X,,,,,,,,,,,,,,,sea_surface_height_above_sea_level,AOOS.xlsx
AOOS,59.939,-164.0371,"Kipnuk, Alaska, Water Level",fixed,Y,Yp,,,,,,,,,,,,X,,,,,,,,,,,,,,,sea_surface_height_above_sea_level,AOOS.xlsx
AOOS,67.7308,-164.5434,"Kivalina, Alaska, Water Level",fixed,Y,Yp,,,,,,,,,,,,X,,,,,,,,,,,,,,,sea_surface_height_above_sea_level,AOOS.xlsx
AOOS,66.895035,-162.56675,"Kotzebue, Alaska, Water Level",fixed,Y,Yp,,,,,,,,,,,,X,,,,,,,,,,,,,,,sea_surface_height_above_sea_level,AOOS.xlsx
AOOS,59.8798,-163.1663,"Kwigillingok, Alaska, Water Level",fixed,Y,Yp,,,,,,,,,,,,X,,,,,,,,,,,,,,,sea_surface_height_above_sea_level,AOOS.xlsx
AOOS,58.7321,-156.9833,"Naknek, AK",fixed,Y,Yf,,,,,,,,,,,,X,,,,,,,,,,,,,,,sea_surface_height_above_sea_level,AOOS.xlsx
AOOS,56.0041,-161.1751,"Nelson Lagoon, Alaska,, Water Level",fixed,Y,Yp,,,,,,,,,,,,X,,,,,,,,,,,,,,,sea_surface_height_above_sea_level,AOOS.xlsx
AOOS,60.5782,-165.2692,Tununak at Tununak,fixed,O,Yp,,,,,,,,,,,,X,,,,,,,,,,,,,,,"height, water_surface_height_above_reference_datum",AOOS.xlsx
AOOS,60.7774,-148.6924,"Passage Canal 1 N Whittier, AK, Tidal Gage",fixed,Y,Yp,,,,,,,,,,,,X,,,,,,,,,,,,,,,sea_surface_height_above_sea_level,AOOS.xlsx
AOOS,60.805,-148.085,"Esther Island, SNOTEL STATION",fixed,Y,Yp,,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,"battery_voltage, air_temperature, solar_radiation, air_pressure, wind_speed, wind_speed_of_gust, wind_from_direction, lwe_thickness_of_precipitation_amount, surface_snow_thickness",AOOS.xlsx
AOOS,60.555,-145.745,"Mt Eyak, SNOTEL STATION",fixed,Y,Yp,,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,"battery_voltage, air_temperature, solar_radiation, air_pressure, wind_speed, wind_speed_of_gust, wind_from_direction, lwe_thickness_of_precipitation_amount, surface_snow_thickness, snow_water_equivalent",AOOS.xlsx
AOOS,60.335,-146.665,"Nuchek, SNOTEL STATION (on McNeil River)",fixed,Y,Yp,,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,"battery_voltage, air_temperature, solar_radiation, air_pressure, wind_speed, wind_speed_of_gust, wind_from_direction, lwe_thickness_of_precipitation_amount",AOOS.xlsx
AOOS,60.055,-148.065,"Port San Juan, SNOTEL STATION",fixed,Y,Yp,,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,"battery_voltage, air_temperature, solar_radiation, air_pressure, wind_speed, wind_speed_of_gust, wind_from_direction, lwe_thickness_of_precipitation_amount",AOOS.xlsx
AOOS,60.875,-146.675,"Tatitlek, SNOTEL STATION",fixed,Y,Yp,,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,"battery_voltage, air_temperature, solar_radiation, air_pressure, wind_speed, wind_speed_of_gust, wind_from_direction, lwe_thickness_of_precipitation_amount",AOOS.xlsx
AOOS,60.435,-147.395,"Seal Island, SNOTEL STATION",fixed,Y,Yp,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,"battery_voltage, air_temperature,  air_pressure, wind_speed, wind_speed_of_gust, wind_from_direction, lwe_thickness_of_precipitation_amount, relative_humidity",AOOS.xlsx
AOOS,60.235,-144.865,"Strawberry Reef, SNOTEL STATION",fixed,Y,Yp,,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,"battery_voltage, air_temperature, solar_radiation, air_pressure, wind_speed, wind_speed_of_gust, wind_from_direction, lwe_thickness_of_precipitation_amount",AOOS.xlsx
AOOS,61.085,-146.295,"Sugarloaf Mtn, SNOTEL STATION",fixed,Y,Yp,,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,"battery_voltage, air_temperature, solar_radiation, air_pressure, wind_speed, wind_speed_of_gust, wind_from_direction, lwe_thickness_of_precipitation_amount, surface_snow_thickness",AOOS.xlsx
AOOS,59.7724134,-151.83665552,"Cook Inletkeeper, Anchor River",fixed,Y,N,X,,,,,X,,,,,,,,,,,,,,,,,,,,,"air_temperature, sea_water_temperature, panel_temperature, battery_voltage",AOOS.xlsx
AOOS,61.76751,-150.33992,"Cook Inletkeeper, Deshka River (Kroto Creek)",fixed,Y,N,X,,,,,X,,,,,,,,,,,,,,,,,,,,,"air_temperature, sea_water_temperature, panel_temperature, battery_voltage",AOOS.xlsx
AOOS,60.45304,-149.98679,"Cook Inletkeeper, Russian River",fixed,Y,N,X,,,,,X,,,,,,,,,,,,,,,,,,,,,"air_temperature, sea_water_temperature, panel_temperature, battery_voltage",AOOS.xlsx
AOOS,59.7983,-144.5999,Cape St. Elias,fixed,Y,N,,,,,,X,X,X,,X,,,,,,,,,,,,,,,,,"air_pressure, air_temperature, relataive_humdity, solar_irradiance, wind_speed_of_gust, wind_speed, wind_from_direction, battery_voltage",AOOS.xlsx
AOOS,61.091,-146.3766,Valdez Marine Terminal Weather Buoy,moored_buoy,Y,N,X,,X,,X,X,X,X,,X,,,X,X,,,,,,,,,,,,,"air_pressure, sea_water_velocity_to_direction, sea_water_speed, eastward_sea_water_velocity, northward_sea_water_velocity, upward_sea_water_velocity, relative_humidity, solar_irradiance, sea_water_pressure, air_temperature, sea_water_temperature, sea_surface_wave_directional_spread, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_from_direction, sea_surface_wave_maximum_height, sea_surface_wave_significant_height, wind_speed_of_gust, wind_speed, wind_from_direction, ",AOOS.xlsx
AOOS,61.1225,-146.2967,Valdez Duck Flats Weather Buoy,moored_buoy,Y,N,X,,X,,X,X,X,X,,X,,,X,X,,,,,,,,,,,,,"air_pressure, sea_water_velocity_to_direction, sea_water_speed, eastward_sea_water_velocity, northward_sea_water_velocity, upward_sea_water_velocity, relative_humidity, solar_irradiance, sea_water_pressure, air_temperature, sea_water_temperature, sea_surface_wave_directional_spread, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_from_direction, sea_surface_wave_maximum_height, sea_surface_wave_significant_height, wind_speed_of_gust, wind_speed, wind_from_direction, ",AOOS.xlsx
AOOS,51.7051,-176.5985,Camel Bay Inner Wave Buoy,moored_buoy,Y,N,,,,,,,X,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_period_at_variance_spectral_density_maximum, wind_speed, wind_from_direction, sea_surface_wave_mean_period, sea_surface_wave_directional_spread, sea_surface_wave_directional_spread_at_variance_spectral_density_maximum, sea_surface_wave_from_direction_at_variance_spectral_density_maximum",AOOS.xlsx
AOOS,51.6835,-176.5879,Camel Bay Outer Wave Buoy,moored_buoy,O,N,,,,,,,X,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_period_at_variance_spectral_density_maximum, wind_speed, wind_from_direction, sea_surface_wave_mean_period, sea_surface_wave_directional_spread, sea_surface_wave_directional_spread_at_variance_spectral_density_maximum, sea_surface_wave_from_direction_at_variance_spectral_density_maximum",AOOS.xlsx
AOOS,51.708,-176.6062,"Camel Bay Weather Station, Adak Island, AK",fixed,Y,N,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,"air_pressure, dew_point_temperature, relative_humidity, air_temperature, wind_speed_of_gust, wind_speed, wind_from_direction",AOOS.xlsx
AOOS,51.7564,-176.3308,Quail Bay Inner Wave Buoy,moored_buoy,Y,N,,,,,,,X,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_period_at_variance_spectral_density_maximum, wind_speed, wind_from_direction, sea_surface_wave_mean_period, sea_surface_wave_directional_spread, sea_surface_wave_directional_spread_at_variance_spectral_density_maximum, sea_surface_wave_from_direction_at_variance_spectral_density_maximum",AOOS.xlsx
AOOS,51.7383,-176.3032,Quail Bay Outer Wave Buoy,moored_buoy,Y,N,,,,,,,X,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_period_at_variance_spectral_density_maximum, wind_speed, wind_from_direction, sea_surface_wave_mean_period, sea_surface_wave_directional_spread, sea_surface_wave_directional_spread_at_variance_spectral_density_maximum, sea_surface_wave_from_direction_at_variance_spectral_density_maximum",AOOS.xlsx
AOOS,53.6151,-167.0489,Skan Bay Inner Wave Buoy,moored_buoy,Y,N,,,,,,,,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_period_at_variance_spectral_density_maximum,  sea_surface_wave_mean_period, sea_surface_wave_directional_spread, sea_surface_wave_directional_spread_at_variance_spectral_density_maximum, sea_surface_wave_from_direction_at_variance_spectral_density_maximum",AOOS.xlsx
AOOS,53.6315,-167.0598,Skan Bay Outer Wave Buoy,moored_buoy,Y,N,,,,,,,X,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_period_at_variance_spectral_density_maximum, wind_speed, wind_from_direction, sea_surface_wave_mean_period, sea_surface_wave_directional_spread, sea_surface_wave_directional_spread_at_variance_spectral_density_maximum, sea_surface_wave_from_direction_at_variance_spectral_density_maximum",AOOS.xlsx
AOOS,53.6185,-167.0628,"Skan Bay Weather Station, Unalaska Island, AK",fixed,Y,N,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,"air_pressure, dew_point_temperature, relative_humidity, air_temperature, wind_speed_of_gust, wind_speed, wind_from_direction",AOOS.xlsx
AOOS,51.8744,-176.7443,Shagak Bay Inner Wave Buoy,moored_buoy,Y,N,,,,,,,X,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_period_at_variance_spectral_density_maximum, wind_speed, wind_from_direction, sea_surface_wave_mean_period, sea_surface_wave_directional_spread, sea_surface_wave_directional_spread_at_variance_spectral_density_maximum, sea_surface_wave_from_direction_at_variance_spectral_density_maximum",AOOS.xlsx
AOOS,57.1208,-170.3825,St. Paul Island Wave Buoy,moored_buoy,O,N,,,,,,,X,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_period_at_variance_spectral_density_maximum, wind_speed, wind_from_direction, sea_surface_wave_mean_period, sea_surface_wave_directional_spread, sea_surface_wave_directional_spread_at_variance_spectral_density_maximum, sea_surface_wave_from_direction_at_variance_spectral_density_maximum",AOOS.xlsx
AOOS,60.5583,-145.755,"Cordova, AK",fixed,Y,Yp,X,X,,,,X,X,X,,,,X,,,,,,,,,,,,,,,"air_pressure, sea_water_electrical_conductivity, sea_water_practical_salinity, air_temperature, sea_water_temperature, sea_surface_height_amplitude_due_to_geocentric_ocean_tide, sea_surface_height_above_sea_level, wind_speed_of_gust, wind_speed, wind_from_direction",AOOS.xlsx
AOOS,61.1242,-146.3631,"Valdez, AK",fixed,Y,Yp,X,X,,,,X,X,X,,,,X,,,,,,,,,,,,,,,"air_pressure, sea_water_electrical_conductivity, sea_water_practical_salinity, air_temperature, sea_water_temperature, sea_surface_height_amplitude_due_to_geocentric_ocean_tide, sea_surface_height_above_sea_level, wind_speed_of_gust, wind_speed, wind_from_direction",AOOS.xlsx
CARICOOS,17.8687,-66.532,Ponce Buoy,Moored buoy,Y,Yf,,X,,,,X,X,X,,,,,X,X,,,,,,,,,,,,,"sea_water_speed (2.5 - 16) m, sea_water_to_direction (2.5 -16) m, eastward_sea_water_velocity (2.5 - 16) m, northward_sea_water_velocity (2.5 - 16) m, sea_surface_temperature, air_temperature (-3 m), barometric_altitude (-3 m),  wind_speed (-4 m), wind_speed_of_gust (-4 m), wind_from_direction (-4 m), sea_surface_wave_significant_height, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period,  sea_surface_wave_directional_spread,  sea_water_electrical_conductivity (1 m), sea_surface_temperature (1 m), sea_surface_salinity (1 m), sea_surface_density (1 m)",CARICOOS.xlsx
CARICOOS,17.4743,-66.0994,San Juan Buoy,Moored buoy,Y,Yf,,X,,,,X,X,X,,,,,X,X,,,,,,,,,,,,,"sea_water_speed (2.5 - 29) m, sea_water_to_direction (2.5 -29) m, eastward_sea_water_velocity (2.5 - 29) m, northward_sea_water_velocity (2.5 - 29) m, sea_surface_temperature, air_temperature (-3 m), barometric_altitude (-3 m),  wind_speed (-4 m), wind_speed_of_gust (-4 m), wind_from_direction (-4 m), sea_surface_wave_significant_height, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period,  sea_surface_wave_directional_spread,  sea_water_electrical_conductivity (1 m), sea_surface_temperature (1 m), sea_surface_salinity (1 m), sea_surface_density (1 m)",CARICOOS.xlsx
CARICOOS,18.2609,-65.464,Vieques Buoy,Moored buoy,Y,Yf,,X,,,,X,X,X,,,,,X,X,,,,,,,,,,,,,"sea_water_speed (2.5 - 28 m), sea_water_to_direction  (2.5 - 28 m), eastward_sea_water_velocity  (2.5 - 28 m), northward_sea_water_velocity  (2.5 - 28 m), sea_surface_temperature, air_temperature (-3 m), barometric_altitude (-3 m),  wind_speed (-4 m), wind_speed_of_gust (-4 m), wind_from_direction (-4 m), sea_surface_wave_significant_height, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period,  sea_surface_wave_directional_spread,  sea_water_electrical_conductivity (1 m), sea_surface_temperature (1 m), sea_surface_salinity (1 m), sea_surface_density (1 m),sea_water_electrical_conductivity (1 m)",CARICOOS.xlsx
CARICOOS,18.2491,-64.7637,St. John Buoy ,Moored buoy,Y,Yf,,X,,,,X,X,X,,,,,X,X,,,,,,,,,,,,,"sea_water_speed (2.5 - 40 m), sea_water_to_direction  (2.5 - 40 m), eastward_sea_water_velocity (2.5 - 40 m), northward_sea_water_velocity (2.5 - 40 m), sea_surface_temperature, air_temperature (-3 m), barometric_altitude (-3 m),  wind_speed (-4 m), wind_speed_of_gust (-4 m), wind_from_direction (-4 m), sea_surface_wave_significant_height, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period,  sea_surface_wave_directional_spread,  sea_water_electrical_conductivity (1 m), sea_surface_temperature (1 m), sea_surface_salinity (1 m), sea_surface_density (1 m),sea_water_electrical_conductivity (1 m)",CARICOOS.xlsx
CARICOOS,18.4761,-65.1568,North of St. Thomas,Moored buoy,O,Yf,,X,,,X,X,X,X,,,,,X,X,X,X,,,,,,X,,,,,"sea_water_speed (2.5 - 22 m), sea_water_to_direction  (2.5 - 22 m), eastward_sea_water_velocity (2.5 - 22 m), northward_sea_water_velocity (2.5 - 22 m), sea_surface_temperature, air_temperature (-3 m), relative_humidity (-3 m), barometric_altitude (-3 m),  wind_speed (-4 m), wind_speed_of_gust (-4 m), wind_from_direction (-4 m), sea_surface_wave_significant_height, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period,  sea_surface_wave_directional_spread,  sea_water_electrical_conductivity (1 m), sea_surface_temperature (1 m), sea_surface_salinity (1 m), sea_surface_density (1 m),sea_water_electrical_conductivity (1 m), dissolved_oxygen (1 m), mass_concentration_of_chlorophyll_in_sea_water (1 m), sea_water_turbidity (1 m)",CARICOOS.xlsx
CARICOOS,18.2574,-65.004,North of St. Thomas,Moored buoy,N,Yf,,X,,,X,X,X,X,,,,,X,X,X,X,,,,,,X,,,,,"sea_water_speed (2.5 - 22 m), sea_water_to_direction  (2.5 - 22 m), eastward_sea_water_velocity (2.5 - 22 m), northward_sea_water_velocity (2.5 - 22 m), sea_surface_temperature, air_temperature (-3 m), relative_humidity (-3 m), barometric_altitude (-3 m),  wind_speed (-4 m), wind_speed_of_gust (-4 m), wind_from_direction (-4 m), sea_surface_wave_significant_height, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, sea_surface_wave_mean_period,  sea_surface_wave_directional_spread,  sea_water_electrical_conductivity (1 m), sea_surface_temperature (1 m), sea_surface_salinity (1 m), sea_surface_density (1 m),sea_water_electrical_conductivity (1 m), dissolved_oxygen (1 m), mass_concentration_of_chlorophyll_in_sea_water (1 m), sea_water_turbidity (1 m)",CARICOOS.xlsx
CARICOOS,18.3764,-67.2799,Rincón Waverider Buoy,Moored buoy,Y,N,,,,,,,,,,,,X,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_mean_period_from_variance_spectral_density_first_frequency_moment, sea_surface_wave_from_direction, sea_surface_wave_zero_upcrossing_period, wave_frequency, sea_surface_wave_variance_spectral_density, sea_surface_wave_from_direction, sea_surface_temperature, platform_orientation, sea_floor_depth_below_sea_surface",CARICOOS.xlsx
CARICOOS,18.4909,-66.7005,Arecibo Waverider Buoy,Moored buoy,Y,Yf,,,,,,,,,,,,X,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_period_at_variance_spectral_density_maximum, sea_surface_wave_mean_period_from_variance_spectral_density_first_frequency_moment, sea_surface_wave_from_direction, sea_surface_wave_zero_upcrossing_period, wave_frequency, sea_surface_wave_variance_spectral_density, sea_surface_wave_from_direction, sea_surface_temperature, platform_orientation, sea_floor_depth_below_sea_surface",CARICOOS.xlsx
CARICOOS,17.953666666666667,-66.0512,La Parguera MapCO2 buoy,Moored buoy,Y,Yp,,,,,,,,,,,,,,,,,,,,X,,,,,,,"SST, SSS, Atm. press, xCO2water, xCO2air,fCO2water,fCO2air, pH on total scale",CARICOOS.xlsx
CARICOOS,18.3667,-67.2514,"Rincón, PR",fixed,O,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (15 m), wind_speed_of_gust (15 m), wind_from_direction (15 m), air_temperature (15 m), air_pressure (15 m), relative_humidity (15 m)",CARICOOS.xlsx
CARICOOS,17.9694,-67.0442,"Isla Magueyes, PR",fixed,N,N,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,17.9644,-67.0442,"Isla Magueyes, PR",fixed,Y,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (8 m), wind_speed_of_gust (8 m), wind_from_direction (8 m), air_temperature (8 m), air_pressure (8 m), relative_humidity (8 m)",CARICOOS.xlsx
CARICOOS,17.9644,-66.6177,Ponce Yatch Club - Ponce - Puerto Rico,fixed,Y,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (15 m), wind_speed_of_gust (15 m), wind_from_direction (15 m), air_temperature (15 m), air_pressure (15 m), relative_humidity (15 m)",CARICOOS.xlsx
CARICOOS,17.9335,-67.192,Faro de Cabo Rojo - Cabo Rojo - Puerto Rico,fixed,Y,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (3 m), wind_speed_of_gust (3 m), wind_from_direction (3 m), air_temperature (3 m), air_pressure (3 m), relative_humidity (3 m)",CARICOOS.xlsx
CARICOOS,18.347,-67.2613,Tres Palmas Reserve - Rincon - Puerto Rico,fixed,Y,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (3 m), wind_speed_of_gust (3 m), wind_from_direction (3 m), air_temperature (3 m), air_pressure (3 m), relative_humidity (3 m)",CARICOOS.xlsx
CARICOOS,18.43295,-67.15663,"Jetty Aguadilla, PR",fixed,Y,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,18.3303,-64.9264,"Charlotte Amalie Harbor, USVI",fixed,N,N,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,18.34291,-64.8173,"Two Brothers, USVI",fixed,Y,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,18.27823,-64.8926,"Buck Island, USVI",fixed,Y,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,18.09995,-67.18887,"Cabo Rojo, PR (CWOP EW7866)",fixed,Y,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,17.67771,-64.89989,"Sandy Point NWR, USVI",fixed,Y,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,18.3137,-65.22742,Culebrita Island,fixed,Y,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,18.25623,-65.99167,"Gurabo, PR",fixed,Y,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,18.45512,-66.12846,"San Juan, PR",fixed,Y,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,17.92859,-66.1597,"Las Mareas, Guayama, PR",fixed,Y,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,18.28938,-65.632,"Marina Puerto del Rey, Fajardo, PR",fixed,Y,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,18.32817,-64.92661,"Ruperts Rock, USVI",fixed,Y,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,18.33737,-65.083,"Savanah Island, USVI",fixed,N,N,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,18.35537,-64.96693,"Crown Mountain, USVI",fixed,N,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,18.05245,-65.82809,"Yabucoa-El Negro, PR",fixed,Y,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CARICOOS,18.36,-64.95,"Mountain Top, USVI",fixed,N,Yf,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"wind_speed (10 m), wind_speed_of_gust (10 m), wind_from_direction (10 m), air_temperature (10 m), air_pressure (10 m), relative_humidity (10 m)",CARICOOS.xlsx
CENCOOS,41.06,-124.15,Trinidad Pier,fixed pier,Y,Yp,X,X,X,,,,,,,,,,,,X,X,,,,,,X,,,,,"sea_water_temperature(4.6m), sea_water_salinity(4.6m), mass_concentration_of_oxygen_in_sea_water(4.6m), sea_water_ph_measured_on_total_scale(4.6m), mass_concentration_of_chlorophyll_in_sea_water(4.6m), sea_water_turbidity,(4.6m) sea_water_pressure(4.6m)",CENCOOS.xlsx
CENCOOS,40.78,-124.2,Humboldt Bay: Chevron Dock,fixed pier,Y,Yp,X,X,X,,,,,,,,,,,,X,X,,,,,,X,,,,,"sea_water_temperature(2m), sea_water_salinity(2m), mass_concentration_of_oxygen_in_sea_water(2m), sea_water_ph_measured_on_total_scale(2m), mass_concentration_of_chlorophyll_in_sea_water(2m), sea_water_turbidity(2m), sea_water_pressure(2m)",CENCOOS.xlsx
CENCOOS,40.43,-124.13,Humboldt Bay: South Bay,fixed pier,Y,Yp,X,X,X,,,,,,,,,,,,X,X,,,,,,X,,,,,"sea_water_temperature(2m), sea_water_salinity(2m), mass_concentration_of_oxygen_in_sea_water(2m), sea_water_ph_measured_on_total_scale(2m), mass_concentration_of_chlorophyll_in_sea_water(2m), sea_water_turbidity(2m), sea_water_pressure(2m)",CENCOOS.xlsx
CENCOOS,40.79394,-124.192885,HSU IFCB,fixed pier,O,Yp,,,,,,,,,,,,,,,,,,,,,,,,,,,,CENCOOS.xlsx
CENCOOS,38.32,-123.07,Bodega Head,fixed intertidal,N,Yp,X,,X,,,,,,,,,,,,,,,,,,,X,,,,,"sea_water_temperature, sea_water_ph_measured_on_total_scale, sea_water_pressure, mass_concentration_of_chlorophyll_in_sea_water",CENCOOS.xlsx
CENCOOS,38.32,-123.07,Bodega,fixed intake,Y,Yp,X,X,X,,,,,,,,,,,,,,,,,,,X,,,,,"sea_water_temperature(2.9m), sea_water_salinity(2.9m), mass_concentration_of chlorophyll_in_sea_water(2.9m), sea_water_pressure(2.9m)",CENCOOS.xlsx
CENCOOS,38.3185,-123.0716,Bodega IFCB163,fixed pier,Y,Yp,,,,,,,,,,,,,,,,,,,,,,,,,,,,CENCOOS.xlsx
CENCOOS,36.162,-122.8939,Hog Island,fixed intake,Y,Yp,X,X,,,,,,,,,,,,,,,X,,,,X,,,,X,,"sea_water_temperature(3.03m), sea_water_salinity(3.03m), sea_water_ph_measured_on_total_scale(3.03m), partial_pressure_of_carbon_dioxide_in_sea_water(3.03m), omega_aragonite(3.03m), sea_water_alkalinity_express_as_mole_equivalent(3.03m), dissolve_carbon_dioxide(3.03m)",CENCOOS.xlsx
