RA,Latitude,Longitude,station_long_name,Platform,Operational,RA_Funded,Water_temp,Salinity,Wtr_press,Dew_pt,Rel_hum,Air_temp,Winds,Air_press,Precip,Solar_radn,Visibility,Water_level,Waves,Currents,Turbidity,DO,pCO2_water,pCO2_air,TCO2,pH,OmgArag_st,Chl,Nitrate,CDOM,Alkalinity,Acoustics,Raw_Vars,file,geometry
GCOOS,28.2,-89.12,42365 - Ursa - Mississippi Canyon 809,tower,N to Y,N,X,,,,,X,,,,,,,,X,,,,,,,,,,,,,"air_temperature,dew_temeperature,sea_water_temperature,currents",GCOOS.xlsx,POINT (-89.12 28.2)
GCOOS,27.304,-93.538,42382 - Gunnison - Garden Banks 668,fixed,N to Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-93.538 27.304)
GCOOS,27.37,-89.924,42383 - Neptune - Green Canyon 613,fixed,N to Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-89.924 27.37)
GCOOS,28.34,-88.266,42385 - Blind Faith - Mississippi Canyon 696,fixed,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-88.266 28.34)
GCOOS,27.326,-90.714,42386 - Tahiti - Green Canyon 641,fixed,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-90.714 27.326)
GCOOS,28.191,-88.496,42887 - Thunder Horse - Mississippi Canyon 778,offshore_platform,Y,N,X,,,,,X,X,,,,,,X,X,,,,,,,,,,,,,"air_temperature,dew_temeperature,sea_water_temperature,currents,winds,waves",GCOOS.xlsx,POINT (-88.496 28.191)
GCOOS,27.359,-90.743,42917 - Discoverer Inspiration - Green Canyon 641,offshore_platform,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-90.743 27.359)
GCOOS,27.56,-90.749,42902 - Clyde Boudreaux - Alaminos Canyon 857,offshore_platform,Y,N,,,,,,X,X,,,,,,,X,,,,,,,,,,,,,"air_temperature,dew_temeperature,currents,winds",GCOOS.xlsx,POINT (-90.749 27.56)
GCOOS,28.866,-88.056,Horn Mountain - Mississippi Canyon 126 and 127,fixed,Y,N,X,,,,,,X,,,,,,X,X,,,,,,,,,,,,,"sea_water_temperature,currents,waves,winds",GCOOS.xlsx,POINT (-88.056 28.866)
GCOOS,27.362,-90.181,Marco Polo - Green Canyon 608,fixed,N to Y,N,,,,,,,,,,,,,,X,,,,,,,,,,,,,currents,GCOOS.xlsx,POINT (-90.181 27.362)
GCOOS,26.129,-94.898,Perdido Host - Alaminos Canyon 857,fixed,Y,N,X,,,,,X,X,X,,,,,,X,,,,,,,,,,,,,"air_pressure, air_temperature,currents,dew_temperature,sea_water_temperature,winds",GCOOS.xlsx,POINT (-94.898 26.129)
GCOOS,26.404,-90.792,42395 - Shell Alcyone Buoy - Walker Ridge 552,fixed,Y,N,,,,,,X,X,X,,,,,,X,,,,,,,,,,,,,"air_pressure, air_temperature, dew_temperature, winds, currents",GCOOS.xlsx,POINT (-90.792 26.404)
GCOOS,28.935,-88.112,Station 42865 - BlackHornet - VK915,offshore_platform,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-88.112 28.935)
GCOOS,28.195,-88.605,Station 42901 - Q5000 - Green Canyon 137,offshore_platform,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-88.605 28.195)
GCOOS,26.297,-91.094,Station 42876 - Deepwater Conqueror - Walker Ridge 758,offshore_platform,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-91.094 26.297)
GCOOS,27.73,-91.109,42388 - Helix Producer 1 - Green Canyon 237,offshore_platform,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-91.109 27.73)
GCOOS,28.501,-89.769,42852 - Who Dat FPS - Mississippi Canyon 547,offshore_platform,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-89.769 28.501)
GCOOS,28.387,-88.002,42906 - Deepwater Poseidon - Mississippi Canyon 612,offshore_platform,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-88.002 28.387)
GCOOS,26.455,-90.777,42864 - Thalassa - Walker Ridge 464,offshore_platform,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-90.777 26.455)
GCOOS,27.207,-90.283,42369 - Mad Dog Spar - Green Canyon 782,fixed,Y,N,X,,,,,X,X,,,,,,X,X,,,,,,,,,,,,,"currents, sea_water_temperature, winds, waves, air_temperature",GCOOS.xlsx,POINT (-90.283 27.207)
GCOOS,27.78,-90.518,42372 - Genesis SPAR - Green Canyon 205A,fixed,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-90.518 27.78)
GCOOS,27.354,-94.625,42373 - Boomvang - East Breaks 643,fixed,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-94.625 27.354)
GCOOS,27.993,-90.326,42384 - Prince TLP - Ewing Bank 1003,fixed,N to Y,N,,,,,,,,,,,,,,X,,,,,,,,,,,,,currents,GCOOS.xlsx,POINT (-90.326 27.993)
GCOOS,28.157,-89.24,42394 - Olympus TLP - Mississippi Canyon 807,offshore_platform,Y,N,X,,,,,X,X,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currentsair_temperature,dew_temperature,winds",GCOOS.xlsx,POINT (-89.24 28.157)
GCOOS,28.755,-88.267,42397 - Delta House FPU - Mississippi Canyon 254,fixed,N to Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-88.267 28.755)
GCOOS,26.132,-92.04,42398 - Lucius SPAR - Keathley Canyon 875,fixed,Y,N,,,,,,,,,,,,,,X,,,,,,,,,,,,,currents,GCOOS.xlsx,POINT (-92.04 26.132)
GCOOS,26.132,-92.04,42399 - Heidelberg - Green Canyon 860,fixed,N to Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-92.04 26.132)
GCOOS,26.572,-90.784,42851 - Noble Globetrotter I - Walker Ridge 376,offshore_platform,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-90.784 26.572)
GCOOS,28.444,-88.277,42853 - West Capricorn - Mississippi Canyon 562,offshore_platform,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-88.277 28.444)
GCOOS,27.691,-91.114,42857 - Noble Don Taylor - GC 281,offshore_platform,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-91.114 27.691)
GCOOS,28.695,-87.931,42869 - Ocean Confidence - Mississippi Canyon 305 #2,offshore_platform,N to Y,N,,,,,,,,,,,,,,X,,,,,,,,,,,,,currents,GCOOS.xlsx,POINT (-87.931 28.695)
GCOOS,27.647,-92.313,42873 - Pontus - GB341,offshore_platform,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-92.313 27.647)
GCOOS,27.958,-88.822,42874 - Deepwater Asgard - Atwater Valley 23,offshore_platform,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-88.822 27.958)
GCOOS,27.476,-90.559,42879 - Ocean BlackRhino - GC512,offshore_platform,Y,N,,,,,,,,,,,,,,X,,,,,,,,,,,,,currents,GCOOS.xlsx,POINT (-90.559 27.476)
GCOOS,27.132,-90.338,42880 - West Auriga - Green Canyon 824,offshore_platform,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-90.338 27.132)
GCOOS,27.339,-94.47,42882 - Ocean Valiant - East Breaks 646,offshore_platform,N to Y,N,,,,,,,,,,,,,,X,,,,,,,,,,,,,currents,GCOOS.xlsx,POINT (-94.47 27.339)
GCOOS,26.078,-92.06,42884 - Ocean Blackhawk - KC 919,offshore_platform,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-92.06 26.078)
GCOOS,28.893,-87.985,42888 - Rowan Relentless - Mississippi Canyon 84,offshore_platform,N to Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-87.985 28.893)
GCOOS,28.193,-88.61,42891 - West Vela - Mississippi Canyon 775,offshore_platform,N to Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-88.61 28.193)
GCOOS,27.707,-90.786,42896 - Sevan Louisiana - Green Canyon 243,offshore_platform,N to Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-90.786 27.707)
GCOOS,26.312,-92.646,42903 - Rowan Renaissance - Keathley Canyon 686,offshore_platform,N to Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-92.646 26.312)
GCOOS,27.465,-90.566,42907 - Ocean Black Lion - Green Canyon 512,offshore_platform,N to Y,N,,,,,,,,,,,,,,X,,,,,,,,,,,,,currents,GCOOS.xlsx,POINT (-90.566 27.465)
GCOOS,28.785,-88.089,42924 - ENSCO 8503 - Mississippi Gulf 214,offshore_platform,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-88.089 28.785)
GCOOS,28.933,-88.575,42928 - ENSCO 8505 - Mississippi Canyon 496,offshore_platform,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-88.575 28.933)
GCOOS,27.327,-90.148,42932 - Deepwater Invictus - Green Canyon 653,offshore_platform,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-90.148 27.327)
GCOOS,28.367,-88.248,42934 - Pacific Sharav - Mississippi Canyon 607,offshore_platform,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-88.248 28.367)
GCOOS,28.235,-88.995,42935 - Tubular Bells Spar - Green Canyon 724,offshore_platform,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-88.995 28.235)
GCOOS,28.599,-88.215,42936 - Rowan Resolute - MC387,offshore_platform,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,currents",GCOOS.xlsx,POINT (-88.215 28.599)
GCOOS,26.183,-92.115,42940 - West Neptune - Keathley Canyon 829,offshore_platform,N to Y,N,,,,,,,,,,,,,,X,,,,,,,,,,,,,currents,GCOOS.xlsx,POINT (-92.115 26.183)
GCOOS,27.8398,-97.0727,"009: Port Aransas (87752371): Port Aransas, TX",tide_station,Y,Yp,X,,,,,X,X,X,,,,X,,,,,,,,,,,,,,,"sea_surface_height_above_sea_level,sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust ,air_pressure ,air_temperature ",GCOOS.xlsx,POINT (-97.0727 27.8398)
GCOOS,28.13235,-97.03445,146: MANERR Station 2 (Copano East): MANERR Station 2 (Copano East),fixed,U to Y,Yp,X,X,,,X,X,X,X,,,,,,,,X,,,,,,,,,,,"sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust ,sea_water_practical_salinity ,air_pressure ,air_temperature ,mass_concentration_of_oxygen_in_sea_water ,relative_humidity ",GCOOS.xlsx,POINT (-97.03445 28.13235)
GCOOS,27.97985,-97.02879,148: MANERR Station 4 (Aransas Bay): MANERR Station 4 (Aransas Bay),fixed,U to Y,Yp,X,X,,,,,,,,,,,,,,X,,,,,,,,,,,"sea_water_temperature ,sea_water_practical_salinity ,mass_concentration_of_oxygen_in_sea_water ",GCOOS.xlsx,POINT (-97.02879 27.97985)
GCOOS,28.25976,-96.77369,127: Bahia Grande Water Quality Station 1: Bahia Grande Water Quality Station 1,fixed,Y,Yp,X,X,,,,,,,,,,,,X,,X,,,,,,,,,,,"sea_water_temperature ,sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity ,sea_water_practical_salinity ,mass_concentration_of_oxygen_in_sea_water ",GCOOS.xlsx,POINT (-96.77369 28.25976)
GCOOS,28.4073,-96.7122,"031: Seadrift (87730371): Seadrift, TX",tide_station,Y,Yp,X,,,,,X,X,X,,,,X,,,,,,,,,,,,,,,"sea_surface_height_above_sea_level,sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust ,air_pressure ,air_temperature ",GCOOS.xlsx,POINT (-96.7122 28.4073)
GCOOS,28.446,-96.3961,"057: Port O'Connor (87737011): Matagorda Bay; Port O'Connor, TX",tide_station,Y,Yp,X,,,,,X,X,X,,,,X,,,,,,,,,,,,,,,"sea_surface_height_above_sea_level,sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust ,air_pressure ,air_temperature ",GCOOS.xlsx,POINT (-96.3961 28.446)
GCOOS,29.515,-94.5133,"518: Rollover Pass (87709711): Rollover Pass, TX",tide_station,Y,Yp,X,,,,,X,X,X,,,,X,,,,,,,,,,,,,,,"sea_surface_height_above_sea_level,sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust ,air_pressure ,air_temperature ",GCOOS.xlsx,POINT (-94.5133 29.515)
GCOOS,29.8672,-93.931,"524: Port Arthur (87704751): Port Arthur, TX",tide_station,Y,Yp,X,,,,,X,X,X,,,,X,,,,,,,,,,,,,,,"sea_surface_height_above_sea_level,sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust ,air_pressure ,air_temperature ",GCOOS.xlsx,POINT (-93.931 29.8672)
GCOOS,26.1914,-97.0507,TABS J: PS-1126 ,moored_buoy,Y,N,X,,,,X,X,X,X,,,,,,X,,,,,,,,,,,,,"sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust ,sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity ,air_pressure ,air_temperature ,relative_humidity ",GCOOS.xlsx,POINT (-97.0507 26.1914)
GCOOS,27.9396,-96.8429,TABS D: TABS D,moored_buoy,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature ,sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity ",GCOOS.xlsx,POINT (-96.8429 27.9396)
GCOOS,26.2168,-96.4998,TABS K: PI-745 ,moored_buoy,Y,N,X,,,,X,X,X,X,,,,,,X,,,,,,,,,,,,,"sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust,sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity ,air_pressure,air_temperature,relative_humidity",GCOOS.xlsx,POINT (-96.4998 26.2168)
GCOOS,28.3507,-96.0058,TABS W: TABS W,moored_buoy,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature ,sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity ",GCOOS.xlsx,POINT (-96.0058 28.3507)
GCOOS,28.9818,-94.9186,TABS B: GA-252,moored_buoy,Y,N,X,,,,X,X,X,X,,,,,,X,,,,,,,,,,,,,"sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust,sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity ,air_pressure,air_temperature,relative_humidity",GCOOS.xlsx,POINT (-94.9186 28.9818)
GCOOS,28.8425,-94.2433,TABS F: TABS F,moored_buoy,Y,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature ,sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity ",GCOOS.xlsx,POINT (-94.2433 28.8425)
GCOOS,29.635,-93.6417,TABS R: TABS R,moored_buoy,Y to O,N,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_temperature ,sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity ",GCOOS.xlsx,POINT (-93.6417 29.635)
GCOOS,27.8966,-93.5973,TABS V: HI-A389,moored_buoy,Y to O,N,X,,,,X,X,X,X,,,,,,X,,,,,,,,,,,,,"sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust,sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity ,air_pressure,air_temperature,relative_humidity",GCOOS.xlsx,POINT (-93.5973 27.8966)
GCOOS,29.4412,-92.0613,"CSI03: Marsh Island, LA",tower,Y,Yp,X,,,,X,X,X,X,,,,X,X,,,,,,,,,,,,,,"sea_surface_height_above_sea_level,sea_water_temperature (10.0),waves,wind_speed, wind_to_direction,wind_speed_of_gust,air_pressure,air_temperature,relative_humidity",GCOOS.xlsx,POINT (-92.0613 29.4412)
GCOOS,28.8667,-90.4833,"CSI06: South Timbalier Block 52, LA",tower,Y,Yp,X,,,,X,X,X,X,,,,X,X,,,,,,,,,,,,,,"sea_surface_height_above_sea_level,sea_water_temperature (100.0),waves,wind_speed, wind_to_direction,wind_speed_of_gust,air_pressure,air_temperature,relative_humidity",GCOOS.xlsx,POINT (-90.4833 28.8667)
GCOOS,28.9192,-90.7744,"CSI10A: Fieldwood Energy, LLC site SS91",offshore_platform,Y,Yp,,,,,,,,,,,,,,X,,,,,,,,,,,,,currents,GCOOS.xlsx,POINT (-90.7744 28.9192)
GCOOS,29.25333,-90.66333,"101: LUMCON Marine Center, LA",fixed,O to Y,N,X,X,,,X,X,X,X,,,,,,,,X,,,,,,,,,,,"air_pressure, air_temperature, dissolved_oxygen, relative_humidity, salinity, sea_water_temperature, winds",GCOOS.xlsx,POINT (-90.66333 29.25333)
GCOOS,29.187,-90.6093,"102: Terrebonne Bay, LA",tower,O to Y,N,X,X,,,X,X,X,,,,,,,,,,,,,,,,,,,,"sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust ,sea_water_practical_salinity ,air_temperature ,relative_humidity ",GCOOS.xlsx,POINT (-90.6093 29.187)
GCOOS,29.1144,-90.184,"wisl1: Wisner Station at Port Fourchon, LA",tower,Y,N,X,X,,,X,X,X,X,,,,X,,,,X,,,,,,X,,,,,"sea_surface_height_above_sea_level ,sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust ,sea_water_practical_salinity,air_pressure,air_temperature,relative_humidity,mass_concentration_of_oxygen_in_sea_water,mass_concentration_of_chlorophyll_a_in_sea_water",GCOOS.xlsx,POINT (-90.184 29.1144)
GCOOS,30.2583,-88.2131,"KATA: Katrina Cut, AL",fixed,Y,Yp,X,X,,,X,X,X,X,,,,X,,,,X,,,,,,,,,,,"sea_surface_height_above_sea_level ,sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust ,sea_water_practical_salinity ,air_pressure ,air_temperature ,mass_concentration_of_oxygen_in_sea_water ,relative_humidity ",GCOOS.xlsx,POINT (-88.2131 30.2583)
GCOOS,30.3085,-88.1395,"CATA: Cedar Point, AL",fixed,Y,Yp,X,X,,,X,X,X,X,,,,X,,,,X,,,,,,,,,,,"sea_surface_height_above_sea_level ,sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust ,sea_water_practical_salinity ,air_pressure ,air_temperature ,mass_concentration_of_oxygen_in_sea_water ,relative_humidity ",GCOOS.xlsx,POINT (-88.1395 30.3085)
GCOOS,30.2513,-88.0778,"DISL: Dauphin Island, AL",fixed,Y,Yp,X,X,,,,X,X,X,,,,X,,,,X,,,,,,,,,,,"sea_surface_height_above_sea_level,sea_water_temperature,wind_speed, wind_to_direction,wind_speed_of_gust,sea_water_practical_salinity,air_pressure,air_temperature ,mass_concentration_of_oxygen_in_sea_water",GCOOS.xlsx,POINT (-88.0778 30.2513)
GCOOS,30.4367,-88.0117,"MBLA: Middle Bay Light, AL",tower,Y,Yp,X,X,,,X,X,X,X,,,,X,,,,X,,,,,,,,,,,"sea_surface_height_above_sea_level ,sea_water_temperature,wind_speed, wind_to_direction,wind_speed_of_gust,sea_water_practical_salinity,air_pressure,air_temperature,mass_concentration_of_oxygen_in_sea_water,relative_humidity ",GCOOS.xlsx,POINT (-88.0117 30.4367)
GCOOS,30.6671,-87.9365,"MHPA: Meaher Park, AL",fixed,Y,Yp,X,X,,,,X,X,X,,,,X,,,,X,,,,,,,,,,,"sea_surface_height_above_sea_level,sea_water_temperature,wind_speed, wind_to_direction,wind_speed_of_gust,sea_water_practical_salinity,air_pressure,air_temperature,mass_concentration_of_oxygen_in_sea_water",GCOOS.xlsx,POINT (-87.9365 30.6671)
GCOOS,30.3288,-87.8293,"BSCA: Station Bon Secour, LA",tower,Y,Yp,X,X,,,X,X,X,X,,,,X,,,,X,,,,,,,,,,,"sea_surface_height_above_sea_level ,sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust ,sea_water_practical_salinity ,air_pressure ,air_temperature ,mass_concentration_of_oxygen_in_sea_water ,relative_humidity ",GCOOS.xlsx,POINT (-87.8293 30.3288)
GCOOS,30.2791,-87.5561,"PPTA: Perdido Pass, AL",fixed,Y,Yp,X,X,,,X,X,X,X,,,,X,,,,X,,,,,,,,,,,"sea_surface_height_above_sea_level ,sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust ,sea_water_practical_salinity ,air_pressure ,air_temperature ,mass_concentration_of_oxygen_in_sea_water ,relative_humidity ",GCOOS.xlsx,POINT (-87.5561 30.2791)
GCOOS,30.043,-88.649,USM3M02: 42067 - USM3M02,moored_buoy,U to Y,N,X,X,,,X,X,X,X,,,,,X,X,,,,,,,,,,,,,"sea_water_temperature,waves ,wind_speed, wind_to_direction,wind_speed_of_gust,wind_speed, wind_to_direction,wind_speed_of_gust,sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity (4.31),sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity,sea_water_practical_salinity,air_pressure,air_temperature,relative_humidity",GCOOS.xlsx,POINT (-88.649 30.043)
GCOOS,27.498,-83.722,C12: West Florida Central Buoy,moored_buoy,Y,N,,X,,,X,X,X,X,,,,,,X,,,,,,,,,,,,,"wind_speed, wind_to_direction,wind_speed_of_gust,sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity,sea_water_practical_salinity,air_pressure,air_temperature,relative_humidity",GCOOS.xlsx,POINT (-83.722 27.498)
GCOOS,26.063,-83.073,C13: West Florida South Buoy,moored_buoy,U to Y,N,,,,,X,X,,X,,,,,,,,,,,,,,,,,,,"air_pressure,air_temperature,relative_humidity",GCOOS.xlsx,POINT (-83.073 26.063)
GCOOS,30.06,-84.291,"SHP: Shell Point, FL",fixed,Y,N,,,,,X,X,X,X,,,,X,,,,,,,,,,,,,,,"sea_surface_height_above_sea_level,wind_speed, wind_to_direction,wind_speed_of_gust,air_pressure,air_temperature,relative_humidity",GCOOS.xlsx,POINT (-84.291 30.06)
GCOOS,27.169,-82.926,C10: Navy-2,moored_buoy,Y,N,X,X,,,X,X,X,X,,,,,,X,,,,,,,,,,,,,"sea_water_temperature,wind_speed, wind_to_direction,wind_speed_of_gust,sea_water_speed, upward_sea_water_velocity, direction_of_sea_water_velocity,sea_water_practical_salinity,air_pressure,air_temperature,relative_humidity",GCOOS.xlsx,POINT (-82.926 27.169)
GCOOS,28.153,-82.801,"FHP: Fred Howard Park, FL",fixed,Y,N,X,X,,,X,X,X,X,,,,X,,,,,,,,,,,,,,,"sea_surface_height_above_sea_level,sea_water_temperature ,wind_speed, wind_to_direction,wind_speed_of_gust,sea_water_practical_salinity,air_pressure,air_temperature,relative_humidity",GCOOS.xlsx,POINT (-82.801 28.153)
GCOOS,28.433,-82.667,"APK: Aripeka, FL",fixed,Y,N,,,,,X,X,X,X,,,,X,,,,,,,,,,,,,,,"sea_surface_height_above_sea_level,wind_speed, wind_to_direction,wind_speed_of_gust,air_pressure,air_temperature,relative_humidity",GCOOS.xlsx,POINT (-82.667 28.433)
GCOOS,26.404,-81.881,"BCP: Big Carlos Pass, FL",fixed,U to Y,N,,,,,X,X,X,X,,,,X,,,,,,,,,,,,,,,"sea_surface_height_above_sea_level,wind_speed, wind_to_direction,wind_speed_of_gust,air_pressure,air_temperature,relative_humidity",GCOOS.xlsx,POINT (-81.881 26.404)
GLOS,43.1,-87.85,"Station 45013 - Atwater Park, WI",moored_buoy,Y,Yp,X,,,,,X,X,X,,X,,,X,X,X,X,,,,X,,X,,,,,"wind_from_direction, wind_speed,  wind_speed_of_gust,  air_temperature, air_pressure_at_sea_level, sea_water_temperature (sfc, 1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m, 10m, 11m, 12m, 13m, 14m, 15m, 16m, 17m, 18m, 19m), Relative Humidity, solar_irradiance, sea_surface_wave_significant_height, sea_surface_wind_wave_period, significant_wave_from_direction, sea_water_turbidity, sea_water_electrical_conductivity, sea_water_ph_reported_on_total_scale, mass_concentration_of_oxygen_in_sea_water , chlorophyll_fluorescence, fractional_saturation_of_oxygen_in_sea_water,  eastward_current, northward_current, currents at depths(1m,3m,5m,7m,9m,11m,13m,15m,17m,19m), time, latitude, longitude, depth, battery_voltage",GLOS.xlsx,POINT (-87.85 43.1)
GLOS,44.8,-87.76,"Station 45014 - GB17 - South Green Bay, WI",moored_buoy,Y,Yp,X,,,,,X,X,X,,X,,,X,X,X,X,,,,X,,X,,,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature,   air_pressure_at_sea_level, sea_water_temperature (sfc,1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m, 10m, 11m, 12m, 13m), Relative Humidity,  solar_irradiance, sea_surface_wave_significant_height, sea_surface_wind_wave_period, sea_water_turbidity, sea_water_ph_reported_on_total_scale, sea_water_conductivity, chlorophyll_fluorescence, mass_concentration_of_oxygen_in_sea_water , fractional_saturation_of_oxygen_in_sea_water,  currents at depths(1m,3m,5m,7m,9m,10m) time, latitude, longitude, depth.",GLOS.xlsx,POINT (-87.76 44.8)
GLOS,45.403,-85.088,"Station 45022 - Little Traverse Bay, MI",moored_buoy,Y,Yp,X,,,X,,X,X,X,,X,,,X,,,,,,,,,,,,,,"wind_from_direction, wind_speed, wind_speed_of_gust, air_temperature, air_pressure_at_sea_level,  sea_water_temperature (sfc, 3m, 7m, 11m, 15m, 19m, 23m, 27m, 31m, 33m), dew_point_temperature,  solar_irradiance, sea_surface_wave_significant_height, sea_surface_significant_wave_period, sea_surface_wave_from_direction, battery_voltage, time, latitude, longitude, depth",GLOS.xlsx,POINT (-85.088 45.403)
